,ADDRESS,# ROOMS,BLDG CODE,CODE DESC,BLDG CAT,AC,BLDG DEPTH,EXT COND,FIREPLACES,BLDG FRONT,FUEL,# PARKING,INT COND,MARKET VALUE,# BATH,# BED,# FLOORS,SALE DATE,TOPO,GSF,NSF,HEAT,UNIT #,VIEW,YEAR BUILT,ZIP,ZONING,LATITUDE,LONGITUDE,SALE PRICE,ASKING PRICE,WHITEROCK PRICE,AD / AE DIFF,AD / AF DIFF,AE / AF DIFF
10169,12470 SWEET BRIAR PLACE,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,100.0,3,0,20.0,,1,3.0,201800.0,1,3,2,4/12/2019,F,2000.0,1360,,,I,1973,191541335,RSA4 ,40.10347964,-74.98023426,258000,,,,,
10170,1511 SOUTH CLEVELAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,4,0,15.0,,0,4.0,118200.0,1,3,2,9/25/2019,F,720.0,1296,H,,I,1923,191464619,RSA5 ,39.93227702,-75.17496883,340250,,,,,
10171,4027 PECHIN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,70.0,4,0,14.91,,0,4.0,183300.0,1,3,2,8/16/2019,F,1043.7,1140,A,,I,1940,191283625,RSA5 ,40.02463091,-75.21199043,221450,,,,,
10172,1500 EARL STREET,5,O50  ,ROW 3 STY MASONRY,Single Family,Y,54.8,1,0,48.67,,0,1.0,531000.0,2,3,0,5/30/2019,F,1333.0,2137,A,,I,2014,191252628,RSA5 ,39.97436026,-75.1317427,620000,,,,,
10173,1113 MOORE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,60.0,4,0,16.0,,0,4.0,304500.0,1,3,2,5/15/2019,F,960.0,1406,B,,I,1925,191481503,RSA5 ,39.92755934,-75.16402109999999,354000,,,,,
10174,1621 SOUTH 15 STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,N,60.0,4,0,16.0,,0,4.0,187400.0,0,0,0,8/9/2019,F,960.0,1760,H,,I,1920,191451501,RSA5 ,39.93014742,-75.16997714,279000,,,,,
10175,9151 BICKLEY STREET,0,B11  ,DET W/GAR 1 STY MAS+OTHER,Single Family,Y,90.75,4,0,44.56,,1,4.0,248400.0,0,0,0,4/29/2019,F,6127.0,1629,A,,I,1975,191154902,RSA2 ,40.075330799999996,-75.03721556,250000,,,,,
10176,935 EDGEMORE ROAD,6,O30  ,ROW 2 STY MASONRY,Single Family,N,84.51,4,0,16.0,,0,4.0,89500.0,1,3,2,4/19/2019,F,1352.16,926,B,,I,1925,191513006,RM1  ,39.97733867,-75.2529563,95000,,,,,
10177,309-13 ARCH STREET,2,590,RES CONDO 5+ STY MASONRY,Single Family,Y,0.0,3,0,0.0,,0,3.0,227600.0,0,1,0,5/10/2019,E,0.0,660,,305,I,1900,191061810,CMX3 ,39.95254576,-75.14570732,247000,,,,,
10178,1329 SOUTH CORLIES STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,4,0,14.0,,0,4.0,64200.0,1,3,2,7/22/2019,F,672.0,896,A,,I,1920,191463507,RSA5 ,39.93690816,-75.19414369,189000,,,,,
10179,444 HIGH STREET,8,O50  ,ROW 3 STY MASONRY,Single Family,N,75.22,4,0,16.05,,0,4.0,87800.0,0,4,3,5/31/2019,F,1207.28,1544,B,,I,1905,191500000,RSA5 ,40.04467183,-75.17200261,65000,,,,,
10180,1904 SOUTH ALDER STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,44.0,2,0,14.0,,0,2.0,340000.0,1,3,2,4/9/2019,F,616.0,1026,A,,I,1940,191482365,RSA5 ,39.92574649,-75.16309387,358000,,,,,
10181,4011 CRESTON STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,65.0,3,0,15.54,,1,3.0,120900.0,1,3,2,9/18/2019,F,1010.1,1085,B,,I,1940,191354403,RSA5 ,40.02604615,-75.06553041,147999,,,,,
10182,9450 FAIRGREEN LANE,0,W31  ,APT 2-4 UNITS 2 STY MAS+O,Multi Family,,110.0,4,0,32.34,,0,4.0,180600.0,0,0,0,6/25/2019,F,3557.4,1847,,,I,1978,191143419,RTA1 ,40.0676434,-75.01658858,230000,,,,,
10183,2018-32 WALNUT STREET,0,590,RES CONDO 5+ STY MASONRY,Single Family,Y,0.0,4,0,0.0,,0,4.0,504400.0,0,0,0,6/27/2019,,0.0,1198,,000022L,I,1980,191035608,RMX3 ,39.95032496,-75.17510042,560000,,,,,
10184,200 ERNEST WAY,2,570,RES CONDO 4 STY MASONRY,Single Family,Y,0.0,3,0,0.0,,1,3.0,199900.0,1,0,0,10/3/2019,F,0.0,787,A,213,I,2008,191111353,RSD3 ,40.083656299999994,-75.06927899,160000,,,,,
10185,4319 EAST CHELTENHAM AVENUE,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,121.76,4,0,16.0,,1,4.0,110100.0,1,3,2,6/19/2019,F,1948.16,1152,A,,I,1950,191241415,RSA5 ,40.01939011,-75.06637342,145000,,,,,
10186,2703 MOWER STREET,0,K31  ,S/D W/B GAR 2 STY MAS+OTH,Single Family,,105.0,4,0,26.2,,1,4.0,197100.0,0,0,2,5/24/2019,A,2751.0,1296,,,I,1959,191522106,RSA3 ,40.06093294,-75.03328617,259900,,,,,
10187,1631 WEST GIRARD AVENUE,12,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,Y,100.0,2,0,20.0,,0,2.0,521400.0,4,8,3,7/22/2019,F,2000.0,3600,A,,I,1915,191301614,RM4  ,39.97227234,-75.16374525,544000,,,,,
10188,2001 HAMILTON STREET,3,591,RES CONDO 5+ STY MAS+OTH,Single Family,,0.0,4,0,0.0,,1,4.0,216700.0,1,0,0,6/21/2019,,0.0,687,,2214,I,1970,191304247,RMX3 ,39.96282723,-75.17212559999999,265000,,,,,
10189,270 WEST ERIE AVENUE,6,O30  ,ROW 2 STY MASONRY,Single Family,,100.0,4,0,14.33,,0,4.0,41000.0,1,3,2,5/15/2019,F,1433.0,1064,H,,D,1920,191404559,RM1  ,40.00670444,-75.13381458,83450,,,,,
10190,1372 NARRAGANSETT STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,71.0,4,0,15.0,,0,4.0,68700.0,1,3,2,7/30/2019,F,1065.0,1260,B,,I,1905,191381912,RM1  ,40.05505671,-75.15842539,51199,,,,,
10191,1019 MERCY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,46.5,2,0,13.33,,0,2.0,182400.0,1,3,2,4/19/2019,F,619.84,846,A,,I,1940,191482330,RSA5 ,39.92410834,-75.16330145,390000,,,,,
10192,9214 CRISPIN STREET,0,K10  ,S/D W/B GAR 1 STY MASONRY,Single Family,,137.46,4,0,51.35,,1,4.0,215200.0,0,0,0,7/25/2019,A,7058.57,1060,,,I,1957,191142804,RSA2 ,40.0583696,-75.00706277,247000,,,,,
10193,2031 EAST TIOGA STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,70.0,4,0,15.0,,0,4.0,63100.0,1,3,2,8/7/2019,F,1050.0,1272,H,,I,1920,191342631,RSA5 ,39.9972631,-75.10350358,94900,,,,,
10194,1819 WYNNEWOOD ROAD,0,K51  ,S/D W/B GAR 3 STY MAS+OTH,Single Family,,44.27,4,0,113.45,,1,4.0,181700.0,0,0,3,5/21/2019,F,3286.0,1642,,,I,1925,191513236,RSA3 ,39.980869,-75.24760534,200000,,,,,
10195,1116 DUNTON STREET,0,O51  ,ROW 3 STY MASONRY+OTHER,Single Family,N,59.82,4,0,16.0,,0,4.0,338300.0,0,0,3,8/21/2019,F,957.12,1613,,,I,1920,191231703,RSA5 ,39.96760093,-75.13531984,270000,,,,,
10196,123 EAST 64 AVENUE,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,144.0,4,0,16.0,,1,4.0,152700.0,1,3,2,8/9/2019,F,2304.0,1184,,,I,1957,191201022,RSA5 ,40.04785393,-75.11795591,178500,,,,,
10197,3104 RICHMOND STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,N,100.0,4,0,12.0,,0,4.0,198700.0,0,0,0,4/17/2019,F,1200.0,2180,H,,I,1915,191345809,CMX2 ,39.98195727,-75.10376441,335000,,,,,
10198,413 VERNON ROAD,7,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,100.0,4,0,16.0,,0,4.0,132400.0,1,3,2,6/6/2019,F,1600.0,1536,H,,I,1925,191190000,RSA5 ,40.05790191,-75.18042109,147500,,,,,
10199,17 BONNIE GELLMAN COURT,0,551,RES CONDO 3 STY MAS+OTH,Single Family,Y,0.0,4,0,0.0,,0,4.0,117500.0,0,0,0,4/9/2019,,0.0,1135,,0000A17,I,1990,191140000,RM2  ,40.07256923,-75.02977096,170000,,,,,
10200,418 WEST PENN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,103.9,4,0,15.0,,0,4.0,99600.0,1,3,2,6/26/2019,F,1558.5,1222,A,,I,1900,191444620,RSA5 ,40.02559516,-75.17646139,75000,,,,,
10201,6061 CALLOWHILL STREET,6,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,100.0,4,0,24.5,,0,4.0,96000.0,1,3,2,4/15/2019,F,2450.0,1274,,,I,1925,191514316,RSA3 ,39.96850228,-75.24094429,155000,,,,,
10202,5525 YOCUM STREET,0,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,98.76,5,0,18.33,,0,5.0,21200.0,0,0,0,5/31/2019,F,2862.5,1140,,,I,1960,191435611,RM1  ,39.93541414,-75.22212918,63000,,,,,
10203,250 SOUTH 3 STREET,0,O60  ,ROW 3.5 STY MASONRY,Single Family,N,100.0,4,0,17.5,,0,4.0,1166300.0,2,6,4,8/6/2019,F,1750.0,3063,B,,I,1830,191063811,RM1  ,39.94560059,-75.14707219,1055000,,,,,
10204,8305 SEMINOLE AVENUE,14,A48  ,DET 2.5 STY STONE,Single Family,N,228.0,3,3,131.75,A,0,3.0,1283900.0,5,8,0,7/31/2019,F,29560.0,7240,B,,C,1907,191183931,RSD3 ,40.06968694,-75.20855042,1275000,,,,,
10205,12740 KENNY ROAD,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,100.0,4,0,20.0,,1,4.0,209500.0,1,3,2,4/17/2019,F,2000.0,1360,A,,I,1962,191541412,RSA4 ,40.10040372,-74.96861566,255906,,,,,
10206,1245 MARLYN ROAD,6,O30  ,ROW 2 STY MASONRY,Single Family,,81.0,4,0,15.75,,0,4.0,136400.0,1,3,2,8/23/2019,F,1275.75,1262,,,I,1925,191513126,RM1  ,39.98097429,-75.25129588,196000,,,,,
10207,3175 CEDAR STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,90.0,4,0,14.33,,0,4.0,155400.0,1,3,2,10/10/2019,F,1289.7,1336,H,,I,1920,191344449,RSA5 ,39.98759408,-75.1062864,161000,,,,,
10208,1018 NORTH ORKNEY STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,N,48.25,4,0,12.92,,0,4.0,240900.0,1,2,3,9/6/2019,F,623.39,897,B,,I,1940,191231400,RSA5 ,39.96867987,-75.14486471,268000,,,,,
10209,4133 LEVICK STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,80.0,4,0,18.25,,1,4.0,125300.0,1,3,2,9/26/2019,F,1460.0,1296,H,,I,1950,191353035,RSA5 ,40.02719043,-75.05642386,170000,,,,,
10210,251 KALOS STREET,6,O38  ,ROW 2 STY STONE,Single Family,N,74.0,2,0,15.01,,0,2.0,212600.0,1,3,2,5/9/2019,F,1110.74,1120,B,,I,1930,191283833,RSA5 ,40.01933924,-75.20657404,228000,,,,,
10211,157 LAURIE LANE,7,B31  ,DET W/GAR 2 STY MAS+OTHER,Single Family,Y,107.5,4,0,78.0,,1,4.0,370000.0,2,4,2,9/28/2019,F,8385.0,2616,A,,I,1965,191152706,RSD3 ,40.1020006,-75.05679117,410000,,,,,
10212,2515 VISTA STREET,0,K30  ,S/D W/B GAR 2 STY MASONRY,Single Family,Y,90.0,4,0,28.5,,1,4.0,219100.0,0,0,2,10/15/2019,F,2565.0,1476,A,,I,1950,191524306,RSA3 ,40.04845878,-75.05369613,290000,,,,,
10213,942 EAST PRICE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,74.0,2,1,16.25,,1,2.0,68100.0,1,3,2,6/12/2019,F,1202.5,1040,A,,I,1900,191381720,RSA5 ,40.04854698,-75.16334691,170000,,,,,
10214,4000 GYPSY LANE,0,550,RES CONDO 3 STY MASONRY,Single Family,,0.0,4,0,0.0,,0,4.0,126100.0,0,0,0,5/13/2019,,0.0,858,,00724G2,C,1970,191290000,RM2  ,40.01528369,-75.20120733,135000,,,,,
10215,53 WEST WILLOW GROVE AVENUE,7,A31  ,DET 2 STY MASONRY+OTHER,Single Family,N,101.5,4,2,30.0,,0,4.0,395300.0,2,4,3,5/24/2019,F,3045.0,1895,A,,I,1914,191183962,RSA3 ,40.06967508,-75.20220674,505000,,,,,
10216,1 ACADEMY CIRCLE,0,560,RES CONDO 3.5 STY MASONRY,Single Family,Y,0.0,3,0,0.0,,0,3.0,323300.0,1,1,0,6/26/2019,,0.0,807,A,309,I,2006,191465100,RMX1 ,39.94405423,-75.1842813,370000,,,,,
10217,913 INVERNESS LANE,0,A20  ,DET 1.5 STY MASONRY,Single Family,Y,91.85,4,0,93.13,,0,4.0,251600.0,1,3,2,6/18/2019,F,7294.0,1620,,,I,1956,191281220,RSD3 ,40.06676833,-75.22841221,284500,,,,,
10218,5617 SPRAGUE STREET,0,C40  ,DET W/D GAR 2.5 STY MASON,Single Family,,100.0,4,0,30.0,,1,4.0,74300.0,0,0,3,7/3/2019,F,3000.0,1440,,,I,1925,191382329,CMX2 ,40.04768154,-75.15979397,160000,,,,,
10219,233 CHESTNUT STREET,4,570,RES CONDO 4 STY MASONRY,Single Family,Y,0.0,3,0,0.0,,0,3.0,872300.0,2,2,0,7/29/2019,F,0.0,2350,,4,I,1900,191062813,CMX3 ,39.94881845,-75.14535808,950000,,,,,
10220,2214 MANTON STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,55.0,2,0,15.0,,0,2.0,102400.0,2,3,2,4/12/2019,F,825.0,1027,H,,I,1923,191464221,RSA5 ,39.93732529,-75.18082612,330000,,,,,
10221,40 BREWERYTOWN COURT,4,560,RES CONDO 3.5 STY MASONRY,Single Family,Y,0.0,3,0,0.0,,0,3.0,245000.0,2,2,0,5/22/2019,,0.0,1230,A,,I,2006,191214430,RMX2 ,39.978064200000006,-75.18686639,268500,,,,,
10222,8831 DEWEES STREET,7,K31  ,S/D W/B GAR 2 STY MAS+OTH,Single Family,Y,105.0,4,0,29.21,,1,4.0,197800.0,0,4,2,7/2/2019,A,3067.05,1200,A,,I,1968,191521441,RSA3 ,40.06569866,-75.03172745,215000,,,,,
10223,1933 NORTH 52 STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,67.0,4,0,16.0,,1,4.0,109800.0,1,3,2,4/1/2019,F,1072.0,1424,H,,A,1925,191313301,RSA5 ,39.98722446,-75.22677286,118750,,,,,
10224,1934 SOUTH JESSUP STREET,5,O30  ,ROW 2 STY MASONRY,Single Family,Y,46.33,2,0,14.0,,0,2.0,370000.0,2,2,2,7/26/2019,F,648.66,1014,A,,I,1920,191482212,RSA5 ,39.92534389,-75.16480747,399000,,,,,
10225,2114 SOUTH ISEMINGER STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,66.0,4,0,14.0,,0,4.0,182800.0,1,3,2,8/19/2019,F,924.0,984,A,,E,1925,191482920,RSA5 ,39.92359108,-75.16710614,315000,,,,,
10226,3281 TILTON STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,47.0,4,3,13.0,,0,4.0,105600.0,1,3,2,7/2/2019,F,611.0,780,B,,I,1910,191345923,RSA5 ,39.98480073,-75.10016325,182000,,,,,
10227,959 MANATAWNA AVENUE,0,D26  ,DET W/B GAR 1.5 STY FRAME,Single Family,Y,148.19,4,1,177.0,,2,4.0,340300.0,0,0,1,10/18/2019,A,14535.0,1486,H,,C,1985,191281133,RSD3 ,40.07484546,-75.23169582,450000,,,,,
10228,1800 MEMPHIS STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,35.0,3,0,16.66,,0,3.0,258000.0,1,3,2,9/25/2019,A,583.1,1000,A,,I,1920,191252706,RSA5 ,39.97609479,-75.12962766,363875,,,,,
10229,4507 HOWELL STREET,7,H56  ,SEMI/DET 3 STY FRAME,Single Family,N,100.0,4,0,25.16,,0,4.0,116300.0,1,4,3,9/5/2019,F,2516.0,1400,G,,I,1930,191350000,RSA3 ,40.01889088,-75.06203581,100000,,,,,
10230,4248 NORTH BODINE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,60.0,4,0,14.0,,0,4.0,40300.0,1,3,2,10/11/2019,F,840.0,1076,H,,I,1935,191402618,RM1  ,40.01568594,-75.13168439,62500,,,,,
10231,1217 FITZWATER STREET,0,551,RES CONDO 3 STY MAS+OTH,Single Family,,0.0,1,0,0.0,,0,0.0,368600.0,2,2,0,7/15/2019,,0.0,1480,,000000A,,2015,19147,RM1  ,39.94156714,-75.16278625,495000,,,,,
10232,182 GAY STREET,0,551,RES CONDO 3 STY MAS+OTH,Single Family,Y,0.0,3,0,0.0,,0,3.0,200800.0,0,2,0,8/5/2019,,0.0,1080,,301,I,2004,191284804,RSA3 ,40.02890119,-75.22175312,200000,,,,,
10233,7955 TEMPLE ROAD,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,90.0,4,0,18.25,,0,4.0,120700.0,1,3,2,6/27/2019,F,1642.5,1240,A,,I,1950,191502115,RSA5 ,40.07361961,-75.16582306,172500,,,,,
10234,602 SOUTH 11 STREET,4,550,RES CONDO 3 STY MASONRY,Single Family,Y,0.0,3,0,0.0,,0,3.0,416400.0,2,2,0,7/12/2019,,0.0,1335,,3,I,2008,191470000,RM1  ,39.94291539,-75.16024235,480000,,,,,
10235,4405 TYSON AVENUE,7,J30  ,S/D W/D GAR 2 STY MASONRY,Single Family,N,125.0,4,0,30.0,,1,4.0,179600.0,1,4,2,6/10/2019,F,3750.0,1598,H,,H,1950,191351824,RSA3 ,40.0301539,-75.04320763,200000,,,,,
10236,7437 HILL ROAD,6,K30  ,S/D W/B GAR 2 STY MASONRY,Single Family,Y,141.89,4,1,26.46,,1,4.0,238700.0,1,3,2,6/20/2019,F,3754.4,1546,A,,I,1964,191281412,RSA3 ,40.04923826,-75.23090132,265000,,,,,
10237,539 NORTH 58 STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,,80.0,2,0,15.0,,0,2.0,66300.0,1,3,0,9/5/2019,F,1200.0,1560,,,I,1925,191314852,RSA5 ,39.9695411,-75.23530059999999,145000,,,,,
10238,2401 PENNSYLVANIA AVENUE,5,590,RES CONDO 5+ STY MASONRY,Single Family,Y,0.0,4,0,0.0,,1,4.0,604800.0,2,2,0,4/11/2019,,0.0,1741,A,0015C51,I,1960,191303001,RM3  ,39.96676795,-75.17784651,720000,,,,,
10239,6034 BELDEN STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,87.5,4,0,16.25,,1,4.0,103500.0,1,3,2,8/16/2019,F,1421.88,1040,H,,I,1920,191493232,RSA5 ,40.03651201,-75.08382655,146000,,,,,
10240,2645 EAST MONMOUTH STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,42.0,3,0,15.66,,0,3.0,167500.0,1,3,2,8/2/2019,F,657.72,896,H,,I,1920,191344831,RSA5 ,39.98096605,-75.10935773,174500,,,,,
10241,2442 WEST OAKDALE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,55.0,4,0,14.18,,0,4.0,27600.0,1,3,2,6/21/2019,F,779.9,1134,,,I,1925,191323629,RSA5 ,39.99543013,-75.17209840000001,54000,,,,,
10242,1726 SOUTH 20 STREET,7,O50  ,ROW 3 STY MASONRY,Single Family,Y,67.5,1,0,16.0,A,0,1.0,450000.0,4,4,3,7/22/2019,F,1080.0,2310,A,,I,2019,191452043,CMX1 ,39.92965712,-75.17860011,500000,,,,,
10243,3371 ALMOND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,80.0,4,0,16.08,,0,4.0,144700.0,1,3,2,5/3/2019,F,1286.4,1160,B,,I,1920,191345310,RSA5 ,39.98763508,-75.09931921,173500,,,,,
10244,439 FITZGERALD STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,49.0,4,0,14.0,,0,4.0,117800.0,1,2,2,10/4/2019,F,686.0,884,A,,I,1915,191483912,RSA5 ,39.91924748,-75.15521826,1000000,,,,,
10245,203 WEST RUSCOMB STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,70.0,4,0,14.58,,0,4.0,81900.0,1,3,2,9/13/2019,F,1020.6,1362,,,I,1930,191203817,RSA5 ,40.02686815,-75.12796924,145000,,,,,
10246,1737-39 CHESTNUT STREET,0,590,RES CONDO 5+ STY MASONRY,Single Family,,0.0,4,0,0.0,,0,4.0,725400.0,0,0,0,4/30/2019,,0.0,1751,,301,A,1900,191034115,CMX5 ,39.95188875,-75.17012175,845000,,,,,
10247,1526 WEST BUTLER STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,86.0,4,0,15.58,,0,4.0,51800.0,1,3,0,5/14/2019,F,1339.88,1226,,,I,1940,191403636,RM1  ,40.01100285,-75.15365069,55000,,,,,
10248,8251 FAYETTE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,90.0,4,0,18.08,,1,4.0,134600.0,1,3,2,6/25/2019,F,1627.2,1266,A,,I,1950,191502001,RSA5 ,40.076706,-75.1726176,225000,,,,,
10249,5947 SHISLER STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,89.6,4,0,15.11,,1,4.0,116600.0,1,3,2,9/3/2019,F,1353.86,1280,H,,I,1925,191493728,RSA5 ,40.03558055,-75.08507940000001,85000,,,,,
10250,3902 GLENDALE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,70.0,4,0,15.0,,1,4.0,88600.0,1,3,2,10/15/2019,F,1050.0,1200,H,,I,1925,191245510,RSA5 ,40.00620282,-75.10190982,144900,,,,,
10251,1906 EAST MADISON STREET,6,Q30  ,ROW W/DET GAR 2 STY MAS,Single Family,,96.86,4,0,13.83,,1,4.0,70800.0,1,3,2,5/13/2019,F,1339.57,1180,B,,I,1920,191342530,RM1  ,39.99550039,-75.11118034,47300,,,,,
10252,900 DALY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,50.0,4,0,14.0,,0,3.0,223500.0,1,3,2,10/8/2019,F,700.0,1260,B,,I,1929,191483104,RSA5 ,39.92118271,-75.16189964,260000,,,,,
10253,772 HARSHAW STREET,5,O30  ,ROW 2 STY MASONRY,Single Family,Y,40.0,3,0,16.0,,0,3.0,374100.0,1,2,2,4/22/2019,F,640.0,1008,B,,I,1915,191460000,RSA5 ,39.94216123,-75.17523555,445000,,,,,
10254,8049 CRESCO AVENUE,0,A40  ,DET 2.5 STY MASONRY,Single Family,N,119.67,4,0,40.0,,0,4.0,243000.0,0,0,0,7/1/2019,F,4786.8,2080,,,I,1953,191362209,RSA3 ,40.04818262,-75.03031936,300000,,,,,
10255,1010 ARCH STREET,0,590,RES CONDO 5+ STY MASONRY,Single Family,,0.0,3,0,0.0,,0,3.0,407900.0,0,2,0,10/17/2019,,0.0,2008,,201,I,1900,191073002,CMX5 ,39.95331689,-75.15689182,422500,,,,,
10256,1504 SELLERS STREET,0,O46  ,ROW 2.5 STY FRAME,Single Family,,100.0,4,0,13.37,,0,4.0,46100.0,0,0,3,7/31/2019,F,1337.0,826,,,I,1935,191243631,RM1  ,40.01453673,-75.08799004,106000,,,,,
10257,1037 STANWOOD STREET,0,C30  ,DET W/D GAR 2 STY MASONRY,Single Family,Y,271.42,4,0,62.33,,2,4.0,298500.0,0,0,0,8/8/2019,F,16918.24,2304,H,,I,1974,191111509,RSD3 ,40.07262593,-75.07115633,300000,,,,,
10258,418 EAST WILDEY STREET,6,O50  ,ROW 3 STY MASONRY,Single Family,Y,80.41,2,0,18.03,,0,2.0,452500.0,2,3,0,4/11/2019,A,1449.79,1700,A,,I,1920,191254231,RSA5 ,39.96909483,-75.12917307,440000,,,,,
10259,1114 WALLACE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,64.07,1,0,17.0,A,0,1.0,0.0,0,3,2,5/16/2019,F,1089.19,1292,A,,I,2018,19123,RM1  ,39.96425641,-75.15637618,229999,,,,,
10260,210-20 SOUTH 25 STREET,5,590,RES CONDO 5+ STY MASONRY,Single Family,Y,0.0,1,0,0.0,,0,0.0,2533600.0,4,4,1,6/10/2019,F,0.0,2540,A,1003,I,2017,191035550,RMX3 ,39.94981589,-75.18129697,2700000,,,,,
10261,136 EAST FISHER AVENUE,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,112.5,4,0,20.25,,0,4.0,119900.0,0,0,3,5/1/2019,E,2278.12,1816,,,I,1940,191203224,RSA3 ,40.03027986,-75.12086697,145000,,,,,
10262,407 FRIENDSHIP STREET,0,H40  ,SEMI/DET 2.5 STY MASONRY,Single Family,Y,105.91,4,0,25.2,,0,4.0,165200.0,0,0,3,10/11/2019,F,2668.93,1350,B,,I,1950,191113907,RSA3 ,40.05950886,-75.08736752,235000,,,,,
10263,1222 MOLLBORE TERRACE,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,66.0,3,0,17.96,,0,3.0,275000.0,1,3,2,6/25/2019,F,1185.36,1080,A,,I,1960,191484937,RM1  ,39.91546562,-75.16860481,280000,,,,,
10264,8423 MICHENER AVENUE,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,89.66,4,0,16.16,,1,4.0,124600.0,2,3,2,8/7/2019,F,1448.9,1164,A,,I,1950,191501611,RSA5 ,40.07958989,-75.17476143,159000,,,,,
10265,6027 NORTH AMERICAN STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,72.5,4,0,14.91,,1,4.0,74500.0,1,3,2,10/24/2019,F,1080.97,990,H,,I,1945,191201807,RSA5 ,40.04271286,-75.12522475,132870,,,,,
10266,3665 WEST CROWN AVENUE,6,R31  ,ROW B/GAR 2 STY MAS+OTHER,Single Family,,86.36,4,0,35.05,,1,4.0,195200.0,1,3,2,5/20/2019,F,3471.0,1260,A,,I,1964,191141824,RSA4 ,40.06828448,-74.98954689,120000,,,,,
10267,3681 NORTH HEREFORD LANE,6,R31  ,ROW B/GAR 2 STY MAS+OTHER,Single Family,,175.2,4,0,18.0,,0,4.0,200300.0,1,3,2,5/15/2019,F,3153.6,1260,A,,I,1964,191141908,RSA4 ,40.06926458,-74.98338313,225000,,,,,
10268,717 SOUTH CHRIS COLUMBUS BOULEVARD,0,590,RES CONDO 5+ STY MASONRY,Single Family,Y,0.0,3,0,0.0,,1,3.0,497200.0,0,2,0,9/26/2019,,0.0,1311,,1017,I,1995,191479999,CMX3 ,39.93908457,-75.14101784,495000,,,,,
10269,1706 FOLSOM STREET,6,O50  ,ROW 3 STY MASONRY,Single Family,Y,44.0,1,0,18.0,A,1,1.0,421000.0,0,3,3,9/10/2019,F,607.7,1931,A,,I,2018,19130,RM1  ,39.96780163,-75.16547366,615000,,,,,
10270,800 PASSMORE STREET,7,J30  ,S/D W/D GAR 2 STY MASONRY,Single Family,N,120.0,4,0,19.08,,2,4.0,148200.0,1,4,2,9/17/2019,F,2289.6,1350,B,,I,1950,191115331,RSA3 ,40.04692518,-75.08950338,200000,,,,,
