,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
2,166 W SALAIGNAC ST,Philadelphia,PA,19128,,,,,"Ceiling Fan(s),  Wall Unit",Hot Water,No,"Built-In Microwave,  Oven - Self Cleaning,  Oven - Single,  Oven/Range - Electric,  Range Hood,  Washer/Dryer Stacked,  Water Heater",,1899.0,319000.0,3339.0,2019.0,Condo/Townhome,PAPH842392,31-60 Days CD,1307.0,Active,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
3,263 OSBORN ST,Philadelphia,PA,19128,4.0,3.0,Master Bath(s),,Central A/C,Forced Air,Yes,,,1420.0,310000.0,4731.0,2019.0,Condo/Townhome,PAPH840838,Negotiable,2178.0,Active,2004.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Roxborough,No
4,1300 MARLBOROUGH ST,Philadelphia,PA,19125,,,,,None,"90% Forced Air,  Baseboard - Electric",No,,,1134.0,299900.0,2787.0,2019.0,Condo/Townhome,PAPH842038,0-30 Days CD,436.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
5,403 AUDUBON TER,Philadelphia,PA,19116,3.0,3.0,,,Central A/C,Central,Yes,,,1716.0,299500.0,3176.0,2019.0,Single Family,PAPH841122,"0-30 Days CD,  Immediate,  Negotiable",3920.0,Active,1969.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Somerton,No
6,316 W SUSQUEHANNA AVE,Philadelphia,PA,19122,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1414.0,299000.0,651.0,2019.0,Condo/Townhome,PAPH842084,31-60 Days CD,3049.0,Active,2013.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Old Kensington,No
7,4141 PECHIN ST,Philadelphia,PA,19128,2.0,3.0,,,Window Unit(s),Hot Water,No,,,1530.0,290000.0,3833.0,2019.0,Single Family,PAPH838686,"0-30 Days CD,  31-60 Days CD,  Immediate",2178.0,For Sale Under Contract,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Manayunk,No
8,7711 E ROOSEVELT BLVD,Philadelphia,PA,19152,3.0,3.0,"Crown Moldings,  Kitchen - Eat-In,  Wood Floors",,Central A/C,Forced Air,Yes,"Microwave,  Oven/Range - Electric,  Washer/Dryer Hookups Only","Basement,  Hookup",1536.0,289900.0,2842.0,2019.0,Single Family,PAPH842566,Negotiable,3049.0,Active,1954.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
9,10848 NANDINA WAY,Philadelphia,PA,19116,,,,,Central A/C,Forced Air,Yes,,,1988.0,289000.0,3569.0,2019.0,Multi-Family,PAPH841796,0-30 Days CD,5227.0,Contract Pending,1969.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
10,8854 HARGRAVE ST,Philadelphia,PA,19152,2.0,4.0,,,Central A/C,Forced Air,Yes,,"Basement,  Has Laundry,  Hookup",1665.0,289000.0,2868.0,2019.0,Single Family,PAPH839808,31-60 Days CD,3920.0,Active,1956.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Pennypack,No
11,241 HERMITAGE ST,Philadelphia,PA,19127,2.0,4.0,,,"Ceiling Fan(s),  Wall Unit",Hot Water,No,,,2160.0,275000.0,3838.0,2019.0,Condo/Townhome,PAPH833644,"0-30 Days CD,  31-60 Days CD,  Immediate",1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Manayunk,No
12,9829 WISTARIA ST,Philadelphia,PA,19115,,,,,Wall Unit,Forced Air,No,,,2058.0,259900.0,2940.0,2019.0,Multi-Family,PAPH842404,Negotiable,3049.0,Contract Pending,1964.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
13,1109 W NEVADA ST,Philadelphia,PA,19133,2.0,3.0,,,Central A/C,Forced Air,Yes,,,860.0,259000.0,559.0,2019.0,Condo/Townhome,PAPH842160,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Hartranft,No
14,3737 WESTHAMPTON DR,Philadelphia,PA,19154,2.0,3.0,"Breakfast Area,  Built-Ins,  Carpet,  Ceiling Fan(s),  Chair Railings,  Combination Kitchen/Dining,  Dining Area,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Island,  Tub Shower,  Wood Floors",,Central A/C,Radiant,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer - Gas,  Oven/Range - Gas,  Refrigerator","Basement,  Lower Floor",1360.0,250000.0,2632.0,2019.0,Condo/Townhome,PAPH842510,31-60 Days CD,1742.0,Contract Pending,1955.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Parkwood,No
15,6750 EMLEN ST #10,Philadelphia,PA,19119,3.0,3.0,"Dining Area,  Floor Plan - Open,  Kitchen - Eat-In,  Walk-in Closet(s)","Bathroom 1,  Bathroom 2,  Bedroom 2,  Dining Room,  Family Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Basement,1364.0,239900.0,2723.0,2019.0,Condo/Townhome,PAPH842298,"0-30 Days CD,  31-60 Days CD,  61-90 Days CD",0.0,Contract Pending,1974.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mt Airy (West),No
16,1513 E TULPEHOCKEN ST,Philadelphia,PA,19138,3.0,3.0,,"Dining Room,  Kitchen,  Living Room","Ceiling Fan(s),  Central A/C",Forced Air,Yes,,,1400.0,234900.0,1883.0,2019.0,Condo/Townhome,PAPH842562,Immediate,1307.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,West Oak Lane,No
17,216 RECTOR ST,Philadelphia,PA,19128,2.0,2.0,"Carpet,  Ceiling Fan(s),  Floor Plan - Open,  Pantry","Bedroom 2,  Dining Room,  Foyer,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom",Central A/C,"Forced Air,  Heat Pump - Electric BackUp",Yes,"Dishwasher,  Dryer,  Dryer - Electric,  Oven/Range - Electric,  Refrigerator,  Washer",Upper Floor,1120.0,229000.0,2858.0,2019.0,Condo/Townhome,PAPH842386,Immediate,2178.0,Contract Pending,1989.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Manayunk,No
18,6454 HENRY AVE,Philadelphia,PA,19128,1.0,3.0,,,Central A/C,Forced Air,Yes,,,1216.0,225000.0,3031.0,2019.0,Single Family,PAPH842590,Negotiable,3485.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wissahickon Hills,No
19,2550 S MILDRED ST,Philadelphia,PA,19148,2.0,2.0,"Ceiling Fan(s),  Combination Dining/Living,  Floor Plan - Open,  Recessed Lighting,  Upgraded Countertops,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Energy Efficient Appliances,  Oven - Single,  Oven/Range - Gas,  Stainless Steel Appliances",Basement,1150.0,224900.0,1421.0,2019.0,Condo/Townhome,PAPH842344,Immediate,871.0,Contract Pending,1929.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila (South),No
0,5936 HOUGHTON ST,Philadelphia,PA,19128,1.0,3.0,"Carpet,  Ceiling Fan(s),  Dining Area,  Tub Shower,  Wood Floors","Bathroom 1,  Bathroom 2,  Bathroom 3,  Bedroom 1,  Dining Room,  Kitchen,  Living Room",Window Unit(s),Hot Water,No,"Dishwasher,  Dryer - Electric,  Microwave,  Oven/Range - Electric,  Refrigerator,  Washer",,1200.0,220000.0,2738.0,2019.0,Condo/Townhome,PAPH842296,Immediate,1742.0,For Sale Under Contract,1955.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Roxborough,No
1,1219 RIPLEY ST,Philadelphia,PA,19111,2.0,3.0,,Basement,Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer,  Range Hood,  Refrigerator,  Washer",Basement,1082.0,219900.0,2724.0,2019.0,Single Family,PAPH841860,Coin w/Sell Sett,3049.0,Contract Pending,1957.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fox Chase,No
2,2512 S 15TH ST,Philadelphia,PA,19145,1.0,4.0,,,None,Forced Air,No,,,1448.0,219900.0,2793.0,2019.0,Condo/Townhome,PAPH841948,0-30 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Center City South,No
3,4427 ERNIE DAVIS CIR,Philadelphia,PA,19154,3.0,3.0,,,Central A/C,Forced Air,Yes,,,1600.0,217900.0,2660.0,2019.0,Condo/Townhome,PAPH842122,Immediate,3049.0,Contract Pending,1992.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Liberty Circle,No
4,616 S CONESTOGA ST,Philadelphia,PA,19143,2.0,3.0,,"Dining Room,  Family Room,  Kitchen,  Laundry,  Living Room",Central A/C,90% Forced Air,Yes,,,1224.0,217000.0,1165.0,2019.0,Condo/Townhome,PAPH842246,Immediate,1307.0,Active,1921.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Cobbs Creek,No
5,8031 MARS PL,Philadelphia,PA,19153,2.0,3.0,,,Central A/C,Forced Air,Yes,,Basement,1260.0,215000.0,2307.0,2019.0,Condo/Townhome,PAPH842016,Immediate,1742.0,Contract Pending,1965.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Penrose Park,No
6,2826 S HUTCHINSON ST,Philadelphia,PA,19148,2.0,1.0,,"Kitchen,  Living Room",Central A/C,Central,Yes,,,673.0,215000.0,2324.0,2019.0,Condo/Townhome,PAPH842384,Settlement,871.0,Contract Pending,1960.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,South View,No
7,520 FOUNTAIN ST,Philadelphia,PA,19128,1.0,3.0,"Carpet,  Ceiling Fan(s),  Kitchen - Eat-In","Basement,  Bedroom 2,  Bedroom 3,  Dining Room,  Kitchen,  Living Room,  Master Bedroom",Window Unit(s),Forced Air,No,"Dryer,  Dryer - Gas,  Oven - Single,  Oven/Range - Gas,  Washer",Basement,1216.0,210000.0,2921.0,2019.0,Single Family,PAPH842374,Negotiable,3049.0,Active,1960.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wissahickon Hills,No
8,814 FULLER ST,Philadelphia,PA,19111,2.0,3.0,,,,,,,,1360.0,209900.0,2676.0,2019.0,Single Family,PAPH837796,,2614.0,Active,1953.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fox Chase,No
9,8539 TOLBUT ST,Philadelphia,PA,19152,2.0,2.0,,,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Microwave,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Water Heater",,1320.0,207900.0,2177.0,2019.0,Single Family,PAPH842150,Settlement,3485.0,Contract Pending,1958.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Bells Corner,No
10,410 W RITNER ST,Philadelphia,PA,19148,2.0,4.0,"Ceiling Fan(s),  Chair Railings,  Floor Plan - Open,  Formal/Separate Dining Room,  Kitchen - Eat-In,  Kitchen - Table Space",,"Ceiling Fan(s),  Wall Unit,  Window Unit(s)",Hot Water,No,"Dishwasher,  Dryer,  Freezer,  Refrigerator,  Stove,  Washer",Basement,1248.0,199900.0,1058.0,2019.0,Condo/Townhome,PAPH842102,31-60 Days CD,871.0,For Sale Under Contract,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Whitman,No
11,7325 CRABTREE ST,Philadelphia,PA,19136,,,,,None,Radiator,No,,,1320.0,199900.0,2175.0,2019.0,Condo/Townhome,PAPH842616,Immediate,2178.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair,No
12,1003 BINGHAM ST,Philadelphia,PA,19115,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1008.0,199900.0,2616.0,2019.0,Single Family,PAPH836412,31-60 Days CD,4356.0,Contract Pending,1956.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Bustleton,No
13,4328 MITCHELL ST,Philadelphia,PA,19128,1.0,3.0,,,None,Steam,No,,Basement,1480.0,189000.0,2935.0,2019.0,Single Family,PAPH842130,0-30 Days CD,2178.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Roxborough,No
14,2401 PENNSYLVANIA AVE #4A8,Philadelphia,PA,19130,1.0,0.0,"Kitchen - Island,  Studio,  Wood Floors","Kitchen,  Living Room",Central A/C,Other,Yes,"Built-In Range,  Refrigerator,  Stainless Steel Appliances",Common,570.0,188500.0,1932.0,2019.0,Condo/Townhome,PAPH842554,"Immediate,  Negotiable",0.0,For Sale Under Contract,1960.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fairmount,No
15,6040 ANGORA TER,Philadelphia,PA,19143,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1220.0,185000.0,549.0,2019.0,Condo/Townhome,PAPH842058,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
16,28 RUDY ROBINSON WAY,Philadelphia,PA,19139,2.0,3.0,,,Central A/C,"Forced Air,  Heat Pump - Gas BackUp",Yes,,,1332.0,179900.0,1827.0,2019.0,Condo/Townhome,PAPH842398,Negotiable,1742.0,Contract Pending,1996.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila (West),No
17,1843 MCCLELLAN ST,Philadelphia,PA,19145,1.0,2.0,,,Central A/C,Forced Air,Yes,,,896.0,175000.0,2947.0,2019.0,Condo/Townhome,PAPH842388,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
18,6117 JACKSON ST,Philadelphia,PA,19135,,,"Ceiling Fan(s),  Combination Kitchen/Dining",,Ceiling Fan(s),Hot Water,No,,,1302.0,169900.0,1494.0,2019.0,Condo/Townhome,PAPH842450,Negotiable,2178.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
19,2030 S MILDRED ST,Philadelphia,PA,19148,1.0,3.0,,,Other,Hot Water,No,,,975.0,169000.0,1673.0,2019.0,Condo/Townhome,PAPH842360,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Phila (South),No
0,227 E ROCKLAND ST,Philadelphia,PA,19120,1.0,3.0,,"Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1310.0,168000.0,477.0,2019.0,Condo/Townhome,PAPH842426,Immediate,1307.0,For Sale Under Contract,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Feltonville,No
1,2116 PIERCE ST,Philadelphia,PA,19145,1.0,3.0,,,Central A/C,Forced Air,Yes,,,944.0,165000.0,1498.0,2019.0,Condo/Townhome,PAPH842358,Immediate,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
2,450 W DAUPHIN ST,Philadelphia,PA,19133,,,,Master Bedroom,None,Baseboard - Electric,No,,None,,159900.0,1033.0,2018.0,Condo/Townhome,PAPH842436,Immediate,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Kensington,No
3,5724 LEONARD ST,Philadelphia,PA,19149,2.0,3.0,,,Central A/C,Hot Water,Yes,,,1220.0,159250.0,434.0,2019.0,Condo/Townhome,PAPH842456,0-30 Days CD,871.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northeast,No
4,7922 CRAIG ST,Philadelphia,PA,19136,1.0,3.0,,,None,Radiator,No,,,1714.0,158999.0,2559.0,2019.0,Condo/Townhome,PAPH841972,"0-30 Days CD,  31-60 Days CD",2178.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Port Richmond,No
5,4425 H ST,Philadelphia,PA,19124,2.0,3.0,,,Central A/C,Central,Yes,,,1152.0,155000.0,1569.0,2019.0,Condo/Townhome,PAPH842624,Immediate,1742.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Juniata,No
6,848-850 N ORKNEY ST,Philadelphia,PA,19123,,,,,,,No,,,,150000.0,785.0,2019.0,Vacant Land,PAPH842442,Immediate,436.0,Contract Pending,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northern Liberties,No
7,3730 N 17TH ST,Philadelphia,PA,19140,1.0,4.0,,,Other,Other,No,,,1504.0,145000.0,756.0,2019.0,Single Family,PAPH842488,Immediate,1307.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Nicetown-Tioga,No
8,641 N 57TH ST,Philadelphia,PA,19131,3.0,3.0,"Carpet,  Ceiling Fan(s),  Curved Staircase,  Dining Area,  Family Room Off Kitchen,  Kitchen - Eat-In,  Kitchenette,  Master Bath(s),  Stall Shower,  Tub Shower",,Window Unit(s),Forced Air,No,"Built-In Range,  Dishwasher,  Refrigerator",Main Floor,1350.0,145000.0,774.0,2019.0,Condo/Townhome,PAPH842214,Negotiable,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Haddington,No
9,7232 DITMAN ST,Philadelphia,PA,19135,1.0,3.0,Ceiling Fan(s),,Ceiling Fan(s),Radiant,No,"Dryer,  Oven/Range - Gas,  Refrigerator,  Stove,  Washer,  Water Heater",Basement,1260.0,142996.0,1692.0,2019.0,Condo/Townhome,PAPH842428,"0-30 Days CD,  120-180 Days,  31-60 Days CD,  61-90 Days CD,  90-120 Days CD",1307.0,Contract Pending,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Tacony,No
10,4225 E HOWELL ST,Philadelphia,PA,19135,1.0,3.0,,,Window Unit(s),Baseboard - Hot Water,No,,,1600.0,140000.0,1655.0,2019.0,Condo/Townhome,PAPH842484,Negotiable,3485.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wissinoming,No
11,1507 S STANLEY ST,Philadelphia,PA,19146,1.0,3.0,,,None,Hot Water,No,,,1188.0,139900.0,1249.0,2019.0,Condo/Townhome,PAPH842514,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
12,2730 N 46TH ST,Philadelphia,PA,19131,2.0,3.0,,,None,Radiator,No,,,1354.0,139900.0,2213.0,2019.0,Condo/Townhome,PAPH842602,Immediate,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
13,1527 S STILLMAN ST,Philadelphia,PA,19146,1.0,2.0,,,Window Unit(s),Radiator,No,,,756.0,133000.0,763.0,2019.0,Condo/Townhome,PAPH842310,Subject to Existing Lease,436.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
14,5841 N 12TH ST,Philadelphia,PA,19141,,,,,None,"Baseboard - Hot Water,  Forced Air",No,,,1280.0,129900.0,1592.0,2019.0,Multi-Family,PAPH842526,Immediate,1742.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fern Rock,No
15,1531 S STILLMAN ST,Philadelphia,PA,19146,1.0,2.0,,Living Room,None,Forced Air,No,,,756.0,129000.0,763.0,2019.0,Condo/Townhome,PAPH842328,Subject to Existing Lease,436.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
16,149 W GALE ST,Philadelphia,PA,19120,1.0,3.0,,,Wall Unit,Radiator,No,,,1200.0,126999.0,1293.0,2019.0,Single Family,PAPH842608,Immediate,1742.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
17,1529 S STILLMAN ST,Philadelphia,PA,19146,1.0,2.0,,,Window Unit(s),Forced Air,No,,,756.0,125000.0,763.0,2019.0,Condo/Townhome,PAPH842322,Subject to Existing Lease,436.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
18,630 E SANGER ST,Philadelphia,PA,19120,1.0,3.0,,,Window Unit(s),Hot Water,No,,,1216.0,124990.0,1235.0,2019.0,Condo/Townhome,PAPH837914,31-60 Days CD,871.0,Contract Pending,1926.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lawncrest,No
19,8940 KREWSTOWN RD #113,Philadelphia,PA,19115,1.0,1.0,,,Central A/C,Forced Air,Yes,,"Dryer In Unit,  Washer In Unit",1070.0,124900.0,1313.0,2019.0,Condo/Townhome,PAPH842532,Immediate,0.0,Contract Pending,1974.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northeast,No
0,6031 BINGHAM ST,Philadelphia,PA,19111,1.0,2.0,,,Central A/C,Forced Air,Yes,,,1680.0,110000.0,1746.0,2019.0,Condo/Townhome,PAPH842586,Immediate,1742.0,Contract Pending,1989.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lawncrest,No
1,6332 E WISTER ST,Philadelphia,PA,19138,1.0,3.0,,,None,Forced Air,No,,,1125.0,109900.0,,2019.0,Condo/Townhome,PAPH842334,"0-30 Days CD,  Immediate",871.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
2,4249 LEIDY AVE,Philadelphia,PA,19104,2.0,6.0,,"Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Bedroom 4",Ceiling Fan(s),Forced Air,No,,,1524.0,91000.0,794.0,2019.0,Condo/Townhome,PAPH841790,Immediate,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Parkside,No
3,2518 RIDGE AVE,Philadelphia,PA,19121,,,,,,,No,,,,90000.0,77.0,2019.0,Vacant Land,PAPH842118,Immediate,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
4,2132 FRALEY ST,Philadelphia,PA,19124,1.0,2.0,,"Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Kitchen,  Living Room",None,Hot Water,No,,,816.0,89000.0,929.0,2019.0,Condo/Townhome,PAPH842522,Negotiable,1307.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wissinoming,No
5,719 CANTRELL ST,Philadelphia,PA,19148,,,,,,,No,,,,85900.0,333.0,2019.0,Vacant Land,PAPH842266,"Immediate,  Negotiable",871.0,For Sale Under Contract,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
6,4431 N CHADWICK ST,Philadelphia,PA,19140,2.0,3.0,,,Window Unit(s),Radiator,No,,,932.0,79900.0,549.0,2019.0,Condo/Townhome,PAPH842440,0-30 Days CD,871.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila (North),No
7,3018 N CROSKEY ST,Philadelphia,PA,19132,1.0,2.0,Ceiling Fan(s),"Dining Room,  Kitchen,  Living Room",None,"Hot Water,  Radiator",No,,,950.0,69000.0,407.0,2019.0,Condo/Townhome,PAPH842402,"0-30 Days CD,  31-60 Days CD,  Immediate,  Negotiable",871.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Allegheny West,No
8,3977 WYALUSING AVE,Philadelphia,PA,19104,,,,,,,No,,,,45900.0,111.0,2019.0,Vacant Land,PAPH842382,Immediate,436.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Phila (West),No
9,1009-23 S 3RD ST,Philadelphia,PA,19147,,,,,,,No,,,,4450000.0,25649.0,2019.0,Vacant Land,PAPH842206,"0-30 Days CD,  31-60 Days CD,  Immediate",0.39 acres,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
10,130 S 18TH ST #1004,Philadelphia,PA,19103,4.0,3.0,"Butlers Pantry,  Combination Dining/Living,  Combination Kitchen/Dining,  Kitchen - Gourmet,  Kitchen - Island,  Other,  Soaking Tub,  Wainscotting,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Cooktop,  Dishwasher,  Disposal,  Dryer,  Microwave,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer",,3229.0,3950000.0,3596.0,2019.0,Condo/Townhome,PAPH842020,Negotiable,0.0,Contract Pending,2009.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Rittenhouse Square,Yes
11,768 N 24TH ST,Philadelphia,PA,19130,,,,,Central A/C,Forced Air,Yes,,,1920.0,925000.0,6380.0,2019.0,Condo/Townhome,PAPH841930,0-30 Days CD,1307.0,Active,1985.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,Yes
12,131 S 46TH ST,Philadelphia,PA,19139,,,Store/Office,,None,Radiator,No,,,2080.0,800000.0,210.0,2019.0,Multi-Family,PAPH840130,Negotiable,2178.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
13,2120 N 17TH ST,Philadelphia,PA,19121,,,,,Central A/C,Forced Air,Yes,,,3424.0,750000.0,1051.0,2019.0,Condo/Townhome,PAPH842082,Immediate,1307.0,Active,2018.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
14,2165 E SUSQUEHANNA AVE,Philadelphia,PA,19125,,,,,Central A/C,"90% Forced Air,  Central",Yes,,,1984.0,719900.0,7709.0,2019.0,Condo/Townhome,PAPH839528,"0-30 Days CD,  31-60 Days CD",1307.0,Active,1909.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
15,1030-32 SPRUCE ST #101,Philadelphia,PA,19107,3.0,2.0,"Breakfast Area,  Ceiling Fan(s),  Dining Area,  Kitchen - Island,  Master Bath(s),  Recessed Lighting,  Wet/Dry Bar,  Wood Floors","Bathroom 2,  Bedroom 2,  Family Room,  Half Bath,  Kitchen,  Laundry,  Master Bathroom,  Master Bedroom,  Other",Central A/C,"Forced Air,  Radiant",Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer - Front Loading,  Intercom,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Washer - Front Loading,  Water Heater","Dryer In Unit,  Has Laundry,  Lower Floor,  Washer In Unit",1424.0,699000.0,7517.0,2019.0,Condo/Townhome,PAPH841702,Negotiable,0.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Washington Sq West,No
16,6904 CLEARVIEW ST,Philadelphia,PA,19119,4.0,5.0,,,Central A/C,Forced Air,Yes,,,2792.0,664000.0,4989.0,2019.0,Single Family,PAPH841990,61-90 Days CD,0.54 acres,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (East),No
